"Area_unit","AGE_0_4","AGE_5_9","AGE_10_14","AGE_15_19","AGE_20_24","AGE_25_29","AGE_30_34","AGE_35_39","AGE_40_44","AGE_45_49","AGE_50_54","AGE_55_59","AGE_60_64","AGE_65_OVER","AGE_TOTAL","AGE_10_14_im","AGE_15_19_im","AGE_20_24_im","AGE_25_29_im","AGE_30_34_im","AGE_35_39_im","AGE_40_44_im","AGE_45_49_im","AGE_50_54_im","AGE_55_59_im","AGE_60_64_im","AGE_65_OVER_im","AGE_TOTAL_im","AGE_TOTAL_hayman","Percent_Immune"
"Fairfield",126,174,195,141,90,78,90,135,207,222,195,168,189,375,2382,157.17,115.338,70.74,67.392,82.8,124.2,190.44,204.24,184.86,166.32,187.11,371.25,1921.86,2085,0.921755395683453
"Brighton",93,81,84,72,66,66,84,102,108,132,141,111,102,177,1419,67.704,58.896,51.876,57.024,77.28,93.84,99.36,121.44,111.096,109.89,100.98,175.23,1124.616,1245,0.903306024096385
"Waldronville",36,27,42,36,24,24,39,42,42,36,45,27,33,75,522,33.852,29.448,18.864,20.736,35.88,38.64,38.64,33.12,41.472,26.73,32.67,74.25,424.302,465,0.912477419354839
"Outram",39,69,57,33,18,21,39,45,78,48,51,60,51,102,708,45.942,26.994,14.148,18.144,35.88,41.4,71.76,44.16,50.724,59.4,50.49,100.98,560.022,603,0.928726368159204
"Middlemarch",3,12,9,15,3,3,6,18,6,15,15,18,12,12,153,7.254,12.27,2.358,2.592,5.52,16.56,5.52,13.8,11.844,17.82,11.88,11.88,119.298,132,0.903772727272727
"Wyllies Crossing",9,18,24,30,9,6,12,15,18,27,42,21,36,54,318,19.344,24.54,7.074,5.184,11.04,13.8,16.56,24.84,32.688,20.79,35.64,53.46,264.96,294,0.901224489795918
"Wingatui",93,102,129,96,45,39,63,99,138,138,141,117,108,246,1560,103.974,78.528,35.37,33.696,57.96,91.08,126.96,126.96,128.916,115.83,106.92,243.54,1249.734,1359,0.919598233995585
"Kaikorai Hill",21,45,69,57,27,9,9,36,54,66,60,57,51,60,615,55.614,46.626,21.222,7.776,8.28,33.12,49.68,60.72,60.444,56.43,50.49,59.4,509.802,555,0.918562162162162
"Saddle Hill",60,90,90,75,27,21,39,81,99,102,72,63,48,81,960,72.54,61.35,21.222,18.144,35.88,74.52,91.08,93.84,75.384,62.37,47.52,80.19,734.04,798,0.91984962406015
"Taieri",165,234,255,195,108,90,129,180,270,264,273,219,213,324,2922,205.53,159.51,84.888,77.76,118.68,165.6,248.4,242.88,251.676,216.81,210.87,320.76,2303.364,2520,0.914033333333333
"Strath Taieri",42,33,27,39,12,18,24,27,48,30,33,27,21,45,429,21.762,31.902,9.432,15.552,22.08,24.84,44.16,27.6,28.908,26.73,20.79,44.55,318.306,351,0.906854700854701
"Harbourside",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fernhill",18,30,42,120,441,219,129,96,114,105,108,102,78,129,1731,33.852,98.16,346.626,189.216,118.68,88.32,104.88,96.6,76.248,100.98,77.22,127.71,1458.492,1683,0.866602495543672
"High St-Stuart St",51,48,54,201,768,273,153,96,111,99,129,102,81,183,2349,43.524,164.418,603.648,235.872,140.76,88.32,102.12,91.08,92.592,100.98,80.19,181.17,1924.674,2250,0.855410666666667
"Stuart St-Frederick St",30,21,33,747,1530,204,108,63,60,54,69,42,36,99,3099,26.598,611.046,1202.58,176.256,99.36,57.96,55.2,49.68,51.156,41.58,35.64,98.01,2505.066,3045,0.822681773399015
"Opoho",63,57,66,87,132,78,75,81,66,78,93,93,69,165,1209,53.196,71.166,103.752,67.392,69,74.52,60.72,71.76,77.472,92.07,68.31,163.35,972.708,1083,0.898160664819945
"Forrester Park",57,39,33,57,57,42,60,54,60,51,75,69,54,90,804,26.598,46.626,44.802,36.288,55.2,49.68,55.2,46.92,54.468,68.31,53.46,89.1,626.652,702,0.892666666666667
"North East Valley",168,153,135,957,1008,354,225,195,201,180,195,192,186,465,4614,108.81,782.826,792.288,305.856,207,179.4,184.92,165.6,161.1,190.08,184.14,460.35,3722.37,4293,0.867078965758211
"Pine Hill",150,138,138,279,168,162,180,126,153,147,159,144,114,282,2334,111.228,228.222,132.048,139.968,165.6,115.92,140.76,135.24,142.416,142.56,112.86,279.18,1846.002,2052,0.899611111111111
"Woodhaugh",24,27,36,102,222,54,45,18,33,33,33,39,33,102,798,29.016,83.436,174.492,46.656,41.4,16.56,30.36,30.36,32.472,38.61,32.67,100.98,657.012,750,0.876016
"North Dunedin",15,3,3,1554,1461,138,57,24,18,18,27,39,33,75,3465,2.418,1271.172,1148.346,119.232,52.44,22.08,16.56,16.56,16.092,38.61,32.67,74.25,2810.43,3447,0.81532637075718
"Otago University",15,12,9,2517,2220,117,36,15,21,12,27,21,15,36,5082,7.254,2058.906,1744.92,101.088,33.12,13.8,19.32,11.04,18.468,20.79,14.85,35.64,4079.196,5046,0.808401902497027
"Maori Hill",72,90,132,147,174,96,63,75,123,138,141,150,120,351,1875,106.392,120.246,136.764,82.944,57.96,69,113.16,126.96,130.104,148.5,118.8,347.49,1558.32,1710,0.911298245614035
"Balmacewen",57,45,63,57,30,45,48,54,60,45,57,42,30,114,753,50.778,46.626,23.58,38.88,44.16,49.68,55.2,41.4,56.412,41.58,29.7,112.86,590.856,645,0.916055813953488
"Glenleith",33,36,42,39,30,21,33,45,27,39,42,66,51,105,612,33.852,31.902,23.58,18.144,30.36,41.4,24.84,35.88,39.816,65.34,50.49,103.95,499.554,540,0.9251
"Helensburgh",60,63,81,75,54,54,39,60,84,87,96,72,63,165,1053,65.286,61.35,42.444,46.656,35.88,55.2,77.28,80.04,85.068,71.28,62.37,163.35,846.204,930,0.909896774193548
"Wakari",219,195,213,177,216,219,216,219,252,225,240,204,147,381,3123,171.678,144.786,169.776,189.216,198.72,201.48,231.84,207,216.828,201.96,145.53,377.19,2456.004,2709,0.906609080841639
"Halfway Bush",117,108,141,120,120,123,150,108,153,129,132,96,84,282,1863,113.646,98.16,94.32,106.272,138,99.36,140.76,118.68,128.7,95.04,83.16,279.18,1495.278,1638,0.912868131868132
"Brockville",210,240,258,228,183,174,207,237,246,240,228,195,150,498,3294,207.948,186.504,143.838,150.336,190.44,218.04,226.32,220.8,228.024,193.05,148.5,493.02,2606.82,2844,0.916603375527426
"Roslyn North",87,81,156,165,171,99,108,105,96,111,123,123,87,363,1881,125.736,134.97,134.406,85.536,99.36,96.6,88.32,102.12,129.672,121.77,86.13,359.37,1563.99,1707,0.91622144112478
"Roslyn South",105,114,141,153,192,123,99,126,144,186,186,159,129,396,2256,113.646,125.154,150.912,106.272,91.08,115.92,132.48,171.12,158.508,157.41,127.71,392.04,1842.252,2034,0.905728613569322
"Mornington",237,222,171,207,264,240,210,267,258,213,246,204,159,366,3267,137.826,169.326,207.504,207.36,193.2,245.64,237.36,195.96,203.508,201.96,157.41,362.34,2519.394,2805,0.898179679144385
"Belleknowes",93,120,105,108,132,120,105,105,135,135,132,111,105,210,1722,84.63,88.344,103.752,103.68,96.6,96.6,124.2,124.2,114.444,109.89,103.95,207.9,1358.19,1503,0.903652694610779
"Kenmure",129,78,111,129,105,126,114,129,117,144,144,120,99,264,1803,89.466,105.522,82.53,108.864,104.88,118.68,107.64,132.48,123.444,118.8,98.01,261.36,1451.676,1602,0.906164794007491
"Caversham",327,273,225,276,366,375,354,306,309,288,369,300,258,822,4851,181.35,225.768,287.676,324,325.68,281.52,284.28,264.96,292.788,297,255.42,813.78,3834.222,4248,0.902594632768362
"Corstorphine West",57,57,33,30,33,51,60,30,48,30,33,39,18,27,543,26.598,24.54,25.938,44.064,55.2,27.6,44.16,27.6,31.284,38.61,17.82,26.73,390.144,432,0.903111111111111
"Corstorphine East",81,48,36,51,36,51,66,60,60,60,66,51,48,126,837,29.016,41.718,28.296,44.064,60.72,55.2,55.2,55.2,50.688,50.49,47.52,124.74,642.852,711,0.904151898734177
"Caledonian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Dunedin",129,93,87,111,138,159,120,123,138,132,159,162,177,687,2421,70.122,90.798,108.468,137.376,110.4,113.16,126.96,121.44,122.22,160.38,175.23,680.13,2016.684,2193,0.919600547195623
"Forbury",84,60,45,60,78,81,69,57,51,45,60,57,57,159,966,36.27,49.08,61.308,69.984,63.48,52.44,46.92,41.4,50.94,56.43,56.43,157.41,742.092,819,0.906095238095238
"St Clair",279,279,249,240,234,246,261,258,312,318,321,306,273,708,4284,200.694,196.32,183.924,212.544,240.12,237.36,287.04,292.56,275.796,302.94,270.27,700.92,3400.488,3726,0.91263768115942
"Musselburgh",168,183,174,204,168,183,165,165,210,198,237,153,108,342,2652,140.244,166.872,132.048,158.112,151.8,151.8,193.2,182.16,199.728,151.47,106.92,338.58,2072.934,2307,0.898540962288687
"Andersons Bay",159,174,165,189,126,141,138,150,189,195,228,177,111,333,2478,132.99,154.602,99.036,121.824,126.96,138,173.88,179.4,191.196,175.23,109.89,329.67,1932.678,2142,0.90227731092437
"Vauxhall",207,198,228,285,192,186,189,213,252,321,366,345,255,636,3882,183.768,233.13,150.912,160.704,173.88,195.96,231.84,295.32,292.32,341.55,252.45,629.64,3141.474,3468,0.905846020761246
"St Leonards-Blanket Bay",30,54,63,57,30,21,18,30,72,75,96,66,60,105,777,50.778,46.626,23.58,18.144,16.56,27.6,66.24,69,77.94,65.34,59.4,103.95,625.158,693,0.902103896103896
"Ravensbourne",84,63,72,81,66,75,63,108,87,111,123,87,66,138,1230,58.032,66.258,51.876,64.8,57.96,99.36,80.04,102.12,96.408,86.13,65.34,136.62,964.944,1077,0.895955431754875
"Inner Peninsula",48,63,54,72,57,54,45,60,69,93,87,108,57,105,975,43.524,58.896,44.802,46.656,41.4,55.2,63.48,85.56,69.408,106.92,56.43,103.95,776.226,861,0.901540069686411
"Company Bay",24,24,21,24,6,9,9,30,24,39,33,33,27,30,336,16.926,19.632,4.716,7.776,8.28,27.6,22.08,35.88,26.532,32.67,26.73,29.7,258.522,285,0.907094736842105
"Macandrew Bay",57,102,90,72,24,30,42,75,117,84,102,87,93,177,1146,72.54,58.896,18.864,25.92,38.64,69,107.64,77.28,91.944,86.13,92.07,175.23,914.154,993,0.920598187311178
"Broad Bay-Portobello",63,81,66,51,21,36,57,69,102,78,114,102,102,168,1113,53.196,41.718,16.506,31.104,52.44,63.48,93.84,71.76,89.064,100.98,100.98,166.32,881.388,966,0.912409937888199
"Taiaroa-Cape Saunders",21,24,24,21,9,27,15,18,36,39,42,45,51,96,471,19.344,17.178,7.074,23.328,13.8,16.56,33.12,35.88,32.688,44.55,50.49,95.04,389.052,423,0.919744680851064
"Sandymount",6,9,9,9,6,6,6,9,6,24,12,21,12,30,168,7.254,7.362,4.716,5.184,5.52,8.28,5.52,22.08,10.188,20.79,11.88,29.7,138.474,150,0.92316
"Sawyers Bay",72,87,78,72,42,48,69,66,99,93,117,75,87,207,1212,62.868,58.896,33.012,41.472,63.48,60.72,91.08,85.56,95.472,74.25,86.13,204.93,957.87,1053,0.90965811965812
"Port Chalmers",96,93,84,84,51,54,69,105,111,105,117,90,99,204,1365,67.704,68.712,40.086,46.656,63.48,96.6,102.12,96.6,97.848,89.1,98.01,201.96,1068.876,1173,0.91123273657289
"St Kilda West",123,132,126,99,117,114,123,126,153,111,117,117,87,291,1845,101.556,80.982,91.962,98.496,113.16,115.92,140.76,102.12,114.48,115.83,86.13,288.09,1449.486,1581,0.916815939278937
"St Kilda Central",120,90,84,96,123,108,132,105,114,87,117,126,87,318,1701,67.704,78.528,96.678,93.312,121.44,96.6,104.88,80.04,97.848,124.74,86.13,314.82,1362.72,1497,0.910300601202405
"St Kilda East",153,147,147,162,189,183,165,141,138,156,162,159,135,645,2685,118.482,132.516,148.554,158.112,151.8,129.72,126.96,143.52,147.636,157.41,133.65,638.55,2186.91,2382,0.918098236775819
"Green Island",195,156,180,156,126,177,183,177,180,174,198,114,165,396,2580,145.08,127.608,99.036,152.928,168.36,162.84,165.6,160.08,180.576,112.86,163.35,392.04,2030.358,2226,0.91211051212938
"Abbotsford",129,126,141,114,99,105,123,117,132,132,117,126,69,237,1770,113.646,93.252,77.814,90.72,113.16,107.64,121.44,121.44,120.42,124.74,68.31,234.63,1387.212,1512,0.917468253968254
"Concord",153,114,147,120,132,117,135,120,168,138,147,105,108,237,1938,118.482,98.16,103.752,101.088,124.2,110.4,154.56,126.96,139.356,103.95,106.92,234.63,1522.458,1674,0.90947311827957
"Mosgiel East",174,228,225,234,147,114,123,180,231,243,231,255,237,1347,3975,181.35,191.412,115.542,98.496,113.16,165.6,212.52,223.56,216.612,252.45,234.63,1333.53,3338.862,3567,0.936042052144659
"Mosgiel South",138,129,135,150,105,114,117,111,177,192,165,159,156,885,2733,108.81,122.7,82.53,98.496,107.64,102.12,162.84,176.64,144.54,157.41,154.44,876.15,2294.316,2466,0.930379562043796
"East Taieri",93,96,123,102,51,45,57,87,111,138,123,144,111,249,1527,99.138,83.436,40.086,38.88,52.44,80.04,102.12,126.96,116.604,142.56,109.89,246.51,1238.664,1341,0.923686800894855
"Bush Road",129,141,126,132,105,96,114,129,150,144,159,159,162,753,2502,101.556,107.976,82.53,82.944,104.88,118.68,138,132.48,137.664,157.41,160.38,745.47,2069.97,2229,0.928654104979812
"Benhar",12,6,6,3,6,6,3,6,9,12,3,9,6,12,99,4.836,2.454,4.716,5.184,2.76,5.52,8.28,11.04,4.032,8.91,5.94,11.88,75.552,81,0.932740740740741
"Stirling",27,24,27,15,18,12,9,15,30,27,27,24,18,30,306,21.762,12.27,14.148,10.368,8.28,13.8,27.6,24.84,25.596,23.76,17.82,29.7,229.944,252,0.91247619047619
"Bruce",192,219,216,186,150,141,159,213,279,306,261,216,192,372,3105,174.096,152.148,117.9,121.824,146.28,195.96,256.68,281.52,229.608,213.84,190.08,368.28,2448.216,2691,0.909779264214047
"Milton",144,126,141,126,93,90,90,114,123,123,117,138,126,378,1926,113.646,103.068,73.098,77.76,82.8,104.88,113.16,113.16,120.42,136.62,124.74,374.22,1537.572,1659,0.926806509945751
"Kaitangata",42,51,57,51,39,36,27,57,72,66,60,54,42,108,759,45.942,41.718,30.654,31.104,24.84,52.44,66.24,60.72,55.692,53.46,41.58,106.92,611.31,669,0.913766816143498
"Clinton",21,15,21,21,12,9,9,12,27,24,24,15,24,54,285,16.926,17.178,9.432,7.776,8.28,11.04,24.84,22.08,21.564,14.85,23.76,53.46,231.186,252,0.917404761904762
"Kaka Point",9,9,3,9,6,12,3,15,15,21,21,27,24,42,222,2.418,7.362,4.716,10.368,2.76,13.8,13.8,19.32,12.78,26.73,23.76,41.58,179.394,198,0.906030303030303
"Owaka",21,18,24,24,3,9,15,21,24,21,21,30,27,45,306,19.344,19.632,2.358,7.776,13.8,19.32,22.08,19.32,21.096,29.7,26.73,44.55,245.706,264,0.930704545454545
"Clutha",252,264,261,210,180,159,183,228,255,246,297,237,162,297,3240,210.366,171.78,141.48,137.376,168.36,209.76,234.6,226.32,267.3,234.63,160.38,294.03,2456.382,2715,0.904744751381216
"Balclutha",219,222,291,249,231,162,177,195,270,270,288,240,228,879,3918,234.546,203.682,181.566,139.968,162.84,179.4,248.4,248.4,274.212,237.6,225.72,870.21,3206.544,3480,0.921420689655173
"Teviot",51,57,69,57,33,30,39,54,60,96,93,96,102,204,1044,55.614,46.626,25.938,25.92,35.88,49.68,55.2,88.32,78.66,95.04,100.98,201.96,859.818,933,0.92156270096463
"Tuapeka",114,126,132,78,63,87,90,99,132,105,129,153,102,183,1584,106.392,63.804,49.518,75.168,82.8,91.08,121.44,96.6,123.48,151.47,100.98,181.17,1243.902,1353,0.919365853658537
"Tapanui",42,39,48,39,27,33,33,48,51,42,39,48,57,186,726,38.688,31.902,21.222,28.512,30.36,44.16,46.92,38.64,40.536,47.52,56.43,184.14,609.03,651,0.935529953917051
"Lawrence",21,21,27,24,21,15,24,18,33,27,39,33,39,78,414,21.762,19.632,16.506,12.96,22.08,16.56,30.36,24.84,32.22,32.67,38.61,77.22,345.42,378,0.913809523809524
"Roxburgh",27,21,18,21,15,18,18,27,36,33,33,27,51,174,522,14.508,17.178,11.79,15.552,16.56,24.84,33.12,30.36,25.344,26.73,50.49,172.26,438.732,471,0.931490445859873
"Ranfurly",30,33,42,24,27,30,18,30,36,42,42,45,51,216,663,33.852,19.632,21.222,25.92,16.56,27.6,33.12,38.64,39.816,44.55,50.49,213.84,565.242,603,0.937383084577115
"Maniototo",93,93,84,45,33,51,78,87,75,63,84,72,84,141,1074,67.704,36.81,25.938,44.064,71.76,80.04,69,57.96,79.632,71.28,83.16,139.59,826.938,897,0.921892976588629
"Naseby",3,3,3,3,3,3,0,0,6,9,12,12,12,48,120,2.418,2.454,2.358,2.592,0,0,5.52,8.28,7.812,11.88,11.88,47.52,102.714,111,0.925351351351351
"Dunstan",237,282,303,195,114,126,198,246,318,372,453,480,432,753,4515,244.218,159.51,89.604,108.864,182.16,226.32,292.56,342.24,370.044,475.2,427.68,745.47,3663.87,3990,0.918263157894737
"Clyde",57,54,51,45,24,33,39,60,54,60,99,96,87,243,1011,41.106,36.81,18.864,28.512,35.88,55.2,49.68,55.2,74.844,95.04,86.13,240.57,817.836,891,0.917885521885522
"Hawea",186,195,141,99,48,69,153,180,237,207,165,144,120,228,2175,113.646,80.982,37.728,59.616,140.76,165.6,218.04,190.44,146.916,142.56,118.8,225.72,1640.808,1791,0.916140703517588
"Inland Water-Lake Hawea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alexandra",243,276,318,213,192,180,195,237,315,303,315,324,390,1302,4800,256.308,174.234,150.912,155.52,179.4,218.04,289.8,278.76,299.808,320.76,386.1,1288.98,3998.622,4284,0.933385154061625
"Cromwell",306,261,243,222,195,246,285,243,312,267,261,285,291,723,4146,195.858,181.596,153.27,212.544,262.2,223.56,287.04,245.64,240.3,282.15,288.09,715.77,3288.018,3573,0.92024013434089
"Frankton",138,93,99,72,90,171,180,150,168,120,129,87,84,243,1824,79.794,58.896,70.74,147.744,165.6,138,154.56,110.4,110.412,86.13,83.16,240.57,1446.006,1593,0.907725047080979
"Wanaka",450,381,360,279,252,405,510,504,504,447,441,408,444,1080,6471,290.16,228.222,198.072,349.92,469.2,463.68,463.68,411.24,385.992,403.92,439.56,1069.2,5172.846,5634,0.918148029818956
"Milford",0,3,0,0,27,30,18,3,6,6,3,6,6,3,117,0,0,21.222,25.92,16.56,2.76,5.52,5.52,1.656,5.94,5.94,2.97,94.008,108,0.870444444444444
"Glenorchy",24,21,24,18,24,18,27,27,57,21,30,27,18,30,360,19.344,14.724,18.864,15.552,24.84,24.84,52.44,19.32,26.064,26.73,17.82,29.7,290.238,321,0.904168224299065
"Kingston South",21,6,12,3,9,9,21,24,18,18,18,21,18,33,234,9.672,2.454,7.074,7.776,19.32,22.08,16.56,16.56,14.688,20.79,17.82,32.67,187.464,204,0.918941176470588
"Kelvin Heights",72,39,54,36,30,45,63,69,81,75,93,78,78,192,1011,43.524,29.448,23.58,38.88,57.96,63.48,74.52,69,72.72,77.22,77.22,190.08,817.632,894,0.914577181208054
"Sunshine Bay",174,96,75,147,237,324,357,270,177,126,108,84,63,123,2355,60.45,120.246,186.282,279.936,328.44,248.4,162.84,115.92,89.316,83.16,62.37,121.77,1859.13,2091,0.889110473457676
"Inland Water-Lake Wakatipu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lake Hayes",15,27,24,15,6,15,6,15,24,39,27,24,36,45,318,19.344,12.27,4.716,12.96,5.52,13.8,22.08,35.88,24.408,23.76,35.64,44.55,254.928,276,0.923652173913043
"Matukituki",24,33,24,12,15,12,21,27,24,33,33,33,33,66,387,19.344,9.816,11.79,10.368,19.32,24.84,22.08,30.36,27.72,32.67,32.67,65.34,306.318,333,0.919873873873874
"Inland Water-Lake Wanaka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Outer Wakatipu",39,54,48,24,21,18,27,54,66,81,81,45,42,51,654,38.688,19.632,16.506,15.552,24.84,49.68,60.72,74.52,63.72,44.55,41.58,50.49,500.478,558,0.896913978494624
"Wakatipu Basin",60,81,87,78,27,30,42,57,102,111,123,87,81,138,1104,70.122,63.804,21.222,25.92,38.64,52.44,93.84,102.12,102.348,86.13,80.19,136.62,873.396,963,0.906953271028037
"Frankton East",48,51,45,36,12,24,36,66,66,63,45,42,45,60,636,36.27,29.448,9.432,20.736,33.12,60.72,60.72,57.96,42.66,41.58,44.55,59.4,496.596,540,0.919622222222222
"Lake Hayes South",234,177,120,75,42,66,141,231,210,129,90,57,30,42,1638,96.72,61.35,33.012,57.024,129.72,212.52,193.2,118.68,97.2,56.43,29.7,41.58,1127.136,1233,0.914141119221411
"Jacks Point",30,33,21,12,3,6,15,33,36,33,27,18,18,18,297,16.926,9.816,2.358,5.184,13.8,30.36,33.12,30.36,23.22,17.82,17.82,17.82,218.604,240,0.91085
"Arrowtown",249,201,144,99,72,111,162,213,273,186,147,162,135,294,2445,116.064,80.982,56.592,95.904,149.04,195.96,251.16,171.12,138.168,160.38,133.65,291.06,1840.08,1998,0.920960960960961
"Queenstown Hill",144,99,84,108,459,681,561,309,204,183,162,150,144,252,3537,67.704,88.344,360.774,588.384,516.12,284.28,187.68,168.36,122.688,148.5,142.56,249.48,2924.874,3297,0.887131938125569
"Arthurs Point",66,66,48,24,30,51,105,102,87,75,75,33,24,30,810,38.688,19.632,23.58,44.064,96.6,93.84,80.04,69,60.408,32.67,23.76,29.7,611.982,684,0.894710526315789
"Queenstown Bay",66,42,45,75,276,489,345,162,126,90,66,45,36,102,1962,36.27,61.35,216.936,422.496,317.4,149.04,115.92,82.8,54.252,44.55,35.64,100.98,1637.634,1857,0.881870759289176
"Balfour Community",12,9,9,9,3,3,6,9,6,3,12,6,12,33,126,7.254,7.362,2.358,2.592,5.52,8.28,5.52,2.76,10.188,5.94,11.88,32.67,102.324,111,0.921837837837838
"Riversdale Community",24,30,21,27,27,24,18,18,27,36,18,15,30,60,375,16.926,22.086,21.222,20.736,16.56,16.56,24.84,33.12,18.252,14.85,29.7,59.4,294.252,321,0.916672897196262
"Lumsden Community",24,36,30,27,24,27,21,18,27,30,21,24,21,69,405,24.18,22.086,18.864,23.328,19.32,16.56,24.84,27.6,23.472,23.76,20.79,68.31,313.11,339,0.923628318584071
"Edendale Community",30,42,45,30,33,27,33,33,45,33,39,39,30,99,555,36.27,24.54,25.938,23.328,30.36,30.36,41.4,30.36,39.348,38.61,29.7,98.01,448.224,486,0.922271604938272
"Wyndham",36,39,33,36,24,27,27,42,36,36,30,39,27,99,531,26.598,29.448,18.864,23.328,24.84,38.64,33.12,33.12,29.628,38.61,26.73,98.01,420.936,456,0.923105263157895
"Makarewa North",21,18,30,21,12,12,15,21,24,24,36,27,18,45,324,24.18,17.178,9.432,10.368,13.8,19.32,22.08,22.08,31.752,26.73,17.82,44.55,259.29,285,0.909789473684211
"Makarewa",84,90,129,87,45,48,75,81,120,138,138,117,99,153,1407,103.974,71.166,35.37,41.472,69,74.52,110.4,126.96,127.26,115.83,98.01,151.47,1125.432,1230,0.914985365853659
"Bay Road West",18,18,15,15,9,9,6,9,21,18,15,9,12,21,186,12.09,12.27,7.074,7.776,5.52,8.28,19.32,16.56,14.22,8.91,11.88,20.79,144.69,159,0.91
"Mill Road-Woodend",45,54,54,42,24,30,27,51,60,54,66,51,54,105,711,43.524,34.356,18.864,25.92,24.84,46.92,55.2,49.68,57.816,50.49,53.46,103.95,565.02,618,0.914271844660194
"Bushy Point",18,45,30,24,9,6,15,27,48,36,33,21,18,33,363,24.18,19.632,7.074,5.184,13.8,24.84,44.16,33.12,30.096,20.79,17.82,32.67,273.366,300,0.91122
"Otatara",156,204,192,174,84,63,129,162,219,258,225,234,174,267,2541,154.752,142.332,66.024,54.432,118.68,149.04,201.48,237.36,200.232,231.66,172.26,264.33,1992.582,2181,0.913609353507565
"Charlton",39,57,54,39,12,27,21,45,54,57,63,45,45,144,690,43.524,31.902,9.432,23.328,19.32,41.4,49.68,52.44,56.16,44.55,44.55,142.56,558.846,606,0.922188118811881
"Waikaia",147,138,96,75,87,132,111,114,126,114,123,102,90,198,1653,77.376,61.35,68.382,114.048,102.12,104.88,115.92,104.88,105.912,100.98,89.1,196.02,1240.968,1368,0.907140350877193
"Kaweku",51,54,42,45,30,36,27,45,48,42,45,30,30,45,567,33.852,36.81,23.58,31.104,24.84,41.4,44.16,38.64,41.472,29.7,29.7,44.55,419.808,465,0.902812903225806
"Chatton",114,135,132,129,87,75,93,96,117,144,147,126,87,174,1653,106.392,105.522,68.382,64.8,85.56,88.32,107.64,132.48,133.416,124.74,86.13,172.26,1275.642,1407,0.906639658848614
"Kaiwera",63,60,69,81,33,27,51,39,66,84,90,54,36,72,831,55.614,66.258,25.938,23.328,46.92,35.88,60.72,77.28,77.004,53.46,35.64,71.28,629.322,702,0.896470085470085
"Hokonui",252,264,255,177,159,159,201,204,225,240,222,228,174,336,3087,205.53,144.786,124.974,137.376,184.92,187.68,207,220.8,223.524,225.72,172.26,332.64,2367.21,2580,0.917523255813954
"Waianiwa",159,147,159,141,93,123,117,159,129,159,198,138,99,153,1965,128.154,115.338,73.098,106.272,107.64,146.28,118.68,146.28,172.26,136.62,98.01,151.47,1500.102,1668,0.899341726618705
